network,geoname_id,latitude,longitude,accuracy_radius
1.20.42.0/23,1605651,13.75,100.4667,500
1.20.44.0/23,1605651,13.75,100.4667,500
1.20.46.0/24,1611110,13.1604,101.1083,1
1.20.47.0/24,1605651,13.75,100.4667,500
1.20.48.0/21,1611110,13.1604,101.1083,100
1.20.56.0/21,1605651,13.75,100.4667,500
1.20.64.0/21,1605651,13.75,100.4667,500
1.20.72.0/23,1619415,14.0167,100.1667,50
1.20.74.0/23,1606588,13.5333,100.2833,100
1.20.76.0/23,1153081,14.0866,99.5509,100
1.20.78.0/24,1606588,13.5333,100.2833,100
1.20.79.0/24,1153081,14.0866,99.5509,100
1.20.80.0/22,1605651,13.75,100.4667,500
1.20.84.0/23,1605651,13.75,100.4667,500
1.20.86.0/23,1608452,18.7833,100.7833,1000
1.20.88.0/24,1604769,15.6633,104.3067,1000
1.20.89.0/24,1605651,13.75,100.4667,500
1.20.90.0/23,1605651,13.75,100.4667,500
1.20.92.0/24,1609350,14.0435,100.6421,20
1.20.93.0/24,1605651,13.75,100.4667,500
1.20.94.0/23,1605651,13.75,100.4667,500
1.20.96.0/21,1605651,13.75,100.4667,500
1.20.104.0/22,1609350,13.754,100.5014,100
1.20.108.0/23,1609350,13.7086,100.4553,20
1.20.110.0/23,1152468,18.5811,99.0092,200
1.20.112.0/22,1153671,18.7422,99.1225,1000
1.20.116.0/22,1605651,13.75,100.4667,500
1.20.120.0/21,1605651,13.75,100.4667,500
1.20.128.0/22,1150965,9.9667,98.6333,1000
1.20.132.0/22,1609350,13.7877,100.5068,20
1.20.136.0/21,1605651,13.75,100.4667,500
1.20.144.0/23,1605651,13.75,100.4667,500
1.20.146.0/24,1607779,7.4944,100.0583,1000
1.20.147.0/24,1605651,13.75,100.4667,500
1.20.148.0/22,1605651,13.75,100.4667,500
1.20.152.0/21,1615306,17.1336,102.9675,200
1.20.160.0/21,1607978,6.8453,101.1881,1000
1.20.168.0/22,1605239,17.1336,102.9675,1000
1.20.172.0/24,1611439,13.6,101.0833,1000
1.20.173.0/24,1608534,13.8667,100.1917,1000
1.20.174.0/23,1608534,13.8667,100.1917,1000
1.20.176.0/21,1605651,13.75,100.4667,500
1.20.184.0/24,1607017,12.7167,101.0667,1000
1.20.185.0/24,1609350,13.8594,100.4775,1000
1.20.186.0/23,1609350,13.8594,100.4775,1000
1.20.188.0/22,1609350,13.8594,100.4775,1000
1.20.192.0/24,1158432,13.4167,99.95,100
1.20.193.0/24,1605651,13.75,100.4667,500
1.20.194.0/23,1605279,12.2131,102.5776,200
1.20.196.0/23,1617580,14.7333,100.6833,100
1.20.198.0/23,1605651,13.75,100.4667,500
1.20.200.0/24,1605651,13.75,100.4667,500
1.20.201.0/25,1605651,13.75,100.4667,500
1.20.201.128/25,1152473,18.19,99.3928,1
1.20.202.0/23,1605651,13.75,100.4667,500
1.20.204.0/22,1611439,13.6,101.0833,100
1.20.208.0/22,1608534,13.7167,100.2167,20
1.20.212.0/22,1152473,18.2983,99.5072,1000
1.20.216.0/21,1605651,13.75,100.4667,500
1.20.224.0/21,1606147,7.1988,100.5951,100
1.20.232.0/22,1606030,14.8818,103.4936,1000
1.20.236.0/22,1605651,13.75,100.4667,500
1.20.240.0/22,1609350,13.8594,100.4775,20
1.20.244.0/24,1609350,13.7167,100.7833,100
1.20.245.0/24,1607017,12.9667,101.2167,100
1.20.246.0/23,1609350,13.7167,100.7833,100
1.20.248.0/22,1609350,13.7618,100.5324,20
1.20.252.0/23,1609350,13.7618,100.5324,20
1.20.254.0/23,1609350,13.8594,100.4775,20
1.21.0.0/21,1861060,35.69,139.69,500
1.21.8.0/22,1862415,34.3779,132.4763,500
1.21.12.0/23,1862415,34.3779,132.4763,500
1.21.14.0/24,1856950,35.6363,139.7303,500
1.21.15.0/24,1862415,34.3779,132.4763,500
1.21.16.0/22,1863967,33.5802,130.3742,200
1.21.20.0/22,1861060,35.69,139.69,500
1.21.24.0/21,1861060,35.69,139.69,500
1.21.32.0/20,1861060,35.69,139.69,500
1.21.48.0/21,1861060,35.69,139.69,500
1.21.56.0/21,1857910,34.95,135.8167,500
1.21.64.0/20,1861060,35.69,139.69,500
1.21.80.0/21,1861060,35.69,139.69,500
1.21.88.0/21,11611632,35.6922,139.7178,10
1.21.96.0/25,1856057,35.1655,136.9045,50
1.21.96.128/25,1858665,35.6775,139.8016,50
1.21.97.0/24,1856057,35.1655,136.9045,50
1.21.98.0/23,1859779,35.7535,139.8216,10
1.21.100.0/22,10865975,35.7024,139.743,20
1.21.104.0/23,1848354,35.4865,139.6362,1000
1.21.106.0/23,9290081,34.9815,135.3317,1
1.21.108.0/23,1850147,35.6882,139.7532,20
1.21.110.0/24,1859924,35.9149,139.9553,20
1.21.111.0/24,1850147,35.6882,139.7532,20
1.21.112.0/24,1850147,35.6882,139.7532,200
1.21.113.0/25,1848354,35.5121,139.6759,200
1.21.113.128/25,1850147,35.6882,139.7532,200
1.21.114.0/23,1850147,35.6882,139.7532,200
1.21.116.0/24,1850147,35.6882,139.7532,1
1.21.117.0/24,1859884,35.9482,139.765,50
1.21.118.0/23,6940394,35.8725,139.6516,50
1.21.120.0/21,1861060,35.69,139.69,500
1.21.128.0/24,1850147,35.6882,139.7802,200
1.21.129.0/25,1850147,35.6882,139.7802,200
1.21.129.128/25,1907299,35.8034,139.589,200
1.21.130.0/24,11611609,35.5653,139.3655,200
1.21.131.0/24,6822159,35.8556,139.5207,200
1.21.132.0/24,1857553,35.8379,139.9191,200
1.21.133.0/24,1857910,34.95,135.8167,200
1.21.134.0/24,1850147,35.6882,139.7802,200
1.21.135.0/25,1850147,35.6882,139.7802,200
1.21.135.128/25,1853909,34.6622,135.496,200
1.21.136.0/23,6822096,36.409,140.5406,100
1.21.138.0/24,7417702,34.6567,136.4381,200
1.21.139.0/24,1859730,35.8063,139.7198,200
1.21.140.0/22,1857140,35.735,139.7981,50
1.21.144.0/24,1863966,34.9,137.15,100
1.21.145.0/24,1865294,34.95,137.0833,100
1.21.146.0/23,1863966,34.9,137.15,100
1.21.148.0/22,1865750,35.7632,139.8076,50
1.21.152.0/21,1861060,35.69,139.69,500
1.21.160.0/21,1861060,35.69,139.69,500
1.21.168.0/23,1848354,35.5141,139.6237,20
1.21.170.0/25,6822134,35.6868,139.662,20
1.21.170.128/25,1857871,35.5418,139.4509,20
1.21.171.0/24,1848354,35.5141,139.6237,20
1.21.172.0/23,1850147,35.6725,139.7737,5
1.21.174.0/23,11790394,35.7468,139.5863,20
1.21.176.0/20,1861060,35.69,139.69,500
1.21.192.0/21,1861060,35.69,139.69,500
1.21.200.0/23,1851259,34.65,137.2,500
1.21.202.0/24,1848354,35.4393,139.6061,500
1.21.203.0/24,1849845,34.8167,137.4,500
1.21.204.0/22,1851259,34.65,137.2,500
1.21.208.0/20,1861060,35.69,139.69,500
1.21.224.0/19,1861060,35.69,139.69,500
1.22.0.0/21,1278994,25.45,81.85,1000
1.22.8.0/22,1275339,18.9721,72.8246,1
1.22.12.0/22,1279233,23.0358,72.6194,20
1.22.16.0/21,1253102,17.7,83.3,1
1.22.24.0/22,1270642,28.4666,77.0309,1000
1.22.28.0/23,1270642,28.4666,77.0309,1000
1.22.30.0/24,1270642,28.4666,77.0309,1000
1.22.31.0/24,1254661,19.2,72.9667,1000
1.22.32.0/22,1273294,28.669,77.222,20
1.22.36.0/23,1271951,28.4333,77.3167,20
1.22.38.0/24,1271951,28.4333,77.3167,20
1.22.39.0/25,1270642,28.4666,77.0309,20
1.22.39.128/25,1271951,28.4333,77.3167,20
1.22.40.0/23,1253405,25.3333,83,1000
1.22.42.0/24,1275339,18.9721,72.8246,1000
1.22.43.0/24,1254661,19.2,72.9667,20
1.22.44.0/24,1275339,18.9721,72.8246,500
1.22.45.0/24,1264527,13.0843,80.2805,500
1.22.46.0/23,1264527,13.0843,80.2805,500
1.22.48.0/23,1277333,12.9833,77.5833,1000
1.22.50.0/23,1275339,18.9721,72.8246,100
1.22.52.0/22,1275339,18.9721,72.8246,100
1.22.56.0/21,1267995,26.4631,80.3479,100
1.22.64.0/21,1277333,12.9833,77.5833,500
1.22.72.0/23,1264733,26.8509,80.916,1
1.22.74.0/23,1277333,12.9833,77.5833,500
1.22.76.0/22,1253405,25.3333,83,1000
1.22.80.0/24,1269750,20,77,1000
1.22.81.0/25,1253573,22.3,73.2,1
1.22.81.128/25,1269750,20,77,1000
1.22.82.0/23,1253573,22.3,73.2,1
1.22.84.0/22,1269750,20,77,1000
1.22.88.0/22,1261481,28.6014,77.1989,10
1.22.92.0/22,1269439,20.967,72.8976,1
1.22.96.0/22,1258847,22.3,70.7833,20
1.22.100.0/23,1275339,18.9721,72.8246,50
1.22.102.0/24,1275339,18.9721,72.8246,1
1.22.103.0/24,1277333,12.9833,77.5833,100
1.22.104.0/24,1275339,18.9721,72.8246,1000
1.22.105.0/24,1254661,19.2,72.9667,20
1.22.106.0/24,1260730,19.6833,72.75,100
1.22.107.0/24,1275339,18.9721,72.8246,100
1.22.108.0/23,1275339,18.9721,72.8246,1
1.22.110.0/23,1279233,23.0358,72.6194,1
1.22.112.0/23,1275841,23.2667,77.4,20
1.22.114.0/23,1268295,19.25,73.15,20
1.22.116.0/24,1275339,18.9721,72.8246,20
1.22.117.0/24,8051055,17.4334,78.4111,1000
1.22.118.0/23,1269743,22.7165,75.8307,1
1.22.120.0/22,1267995,26.4631,80.3479,500
1.22.124.0/24,1259229,18.5332,73.8626,500
1.22.125.0/24,1267995,26.4631,80.3479,500
1.22.126.0/23,1267995,26.4631,80.3479,500
1.22.128.0/24,1270642,28.4666,77.0309,1
1.22.129.0/24,1267708,29.6833,76.9833,100
1.22.130.0/23,1270642,28.4666,77.0309,1000
1.22.132.0/22,1267995,26.4631,80.3479,1
1.22.136.0/22,1264733,26.8509,80.916,1000
1.22.140.0/22,1279233,23.0358,72.6194,20
1.22.144.0/23,1277333,12.9833,77.5833,50
1.22.146.0/24,1277333,12.9833,77.5833,50
1.22.147.0/25,1277333,12.9833,77.5833,50
1.22.147.128/25,1277333,12.9833,77.5833,50
1.22.148.0/22,1277333,12.9833,77.5833,50
1.22.152.0/23,1264527,13.0843,80.2805,1000
1.22.154.0/23,1264733,26.8509,80.916,1000
1.22.156.0/22,1264527,13.0843,80.2805,1000
1.22.160.0/21,1273294,28.669,77.222,20
1.22.168.0/22,1270642,28.4666,77.0309,20
1.22.172.0/23,1264527,13.0843,80.2805,1
1.22.174.0/23,1270642,28.4666,77.0309,1000
1.22.176.0/22,1259229,18.5332,73.8626,500
1.22.180.0/23,1259229,18.5332,73.8626,500
1.22.182.0/24,1262180,21.15,79.1,500
1.22.183.0/24,1259229,18.5332,73.8626,500
1.22.184.0/21,1269750,20,77,1000
1.22.192.0/21,1279259,27.1833,78.0167,1000
1.22.200.0/21,1273294,28.669,77.222,200
1.22.208.0/22,1269633,23.1667,79.95,20
1.22.212.0/24,1271308,28.6667,77.4333,20
1.22.213.0/24,1261481,28.6014,77.1989,20
1.22.214.0/23,1261481,28.6014,77.1989,20
1.22.216.0/23,1273294,28.669,77.222,20
1.22.218.0/24,6954929,28.4962,77.536,20
1.22.219.0/24,1261481,28.6014,77.1989,10
1.22.220.0/24,1273294,28.669,77.222,10
1.22.221.0/24,1270642,28.4666,77.0309,10
1.22.222.0/23,1273294,28.669,77.222,10
1.22.224.0/22,1275339,18.9721,72.8246,1000
1.22.228.0/23,1275339,18.9721,72.8246,1000
1.22.230.0/24,1277333,12.9833,77.5833,1000
1.22.231.0/24,1259229,18.5332,73.8626,1000
1.22.232.0/21,1269439,20.967,72.8976,500
1.22.240.0/22,1278994,25.45,81.85,1
1.22.244.0/23,6954929,28.4962,77.536,500
1.22.246.0/23,1261481,28.6014,77.1989,20
1.22.248.0/23,1269750,20,77,1000
1.22.250.0/23,1263214,28.9833,77.7,50
1.22.252.0/22,1258980,21.2333,81.6333,1
1.23.0.0/24,1263214,28.9833,77.7,1000
1.23.1.0/24,1273865,10.991,76.9667,1000
1.23.2.0/23,1253102,17.7,83.3,1000
1.23.4.0/23,1269515,26.9167,75.8167,1000
1.23.6.0/23,1263214,28.9833,77.7,1000
1.23.8.0/21,1277333,12.9833,77.5833,20
1.23.16.0/21,1264527,13.0843,80.2805,200
1.23.24.0/22,1264527,13.0843,80.2805,1
1.23.28.0/23,1262180,21.15,79.1,500
1.23.30.0/24,1258847,22.3,70.7833,500
1.23.31.0/24,1262180,21.15,79.1,500
1.23.32.0/23,1279259,27.1833,78.0167,1000
1.23.34.0/24,1279259,27.1833,78.0167,1000
1.23.35.0/24,1253573,22.3,73.2,1000
1.23.36.0/23,10337443,18.9917,79.7954,1000
1.23.38.0/23,1279259,27.1833,78.0167,1000
1.23.40.0/22,1270642,28.4666,77.0309,20
1.23.44.0/23,1254661,19.2,72.9667,20
1.23.46.0/24,1275339,19.0368,73.0158,1000
1.23.47.0/24,1259229,18.5332,73.8626,1
1.23.48.0/24,1259229,18.5332,73.8626,500
1.23.49.0/24,7279746,28.5735,77.3208,500
1.23.50.0/23,1259229,18.5332,73.8626,500
1.23.52.0/24,1271951,28.4333,77.3167,20
1.23.53.0/25,1261481,28.6014,77.1989,20
1.23.53.128/25,1271951,28.4333,77.3167,20
1.23.54.0/23,7279746,28.5735,77.3208,20
1.23.56.0/24,6954929,28.4962,77.536,1000
1.23.57.0/26,1275339,18.9721,72.8246,1000
1.23.57.64/26,1275339,18.9721,72.8246,1000
1.23.57.128/25,1275339,18.9721,72.8246,1000
1.23.58.0/23,1275339,18.9721,72.8246,1000
1.23.60.0/23,1261481,28.6014,77.1989,20
1.23.62.0/23,1277333,12.9833,77.5833,1
1.23.64.0/21,1279259,27.1833,78.0167,1000
1.23.72.0/22,1264527,13.0843,80.2805,1
1.23.76.0/23,1259229,18.5332,73.8626,1
1.23.78.0/25,1275339,19.0368,73.0158,20
1.23.78.128/25,1275339,18.9721,72.8246,20
1.23.79.0/25,1275339,18.9721,72.8246,20
1.23.79.128/25,1254661,19.2,72.9667,20
1.23.80.0/22,1275339,18.9721,72.8246,50
1.23.84.0/23,1275339,18.9721,72.8246,50
1.23.86.0/23,1279233,23.0358,72.6194,1
1.23.88.0/23,1275339,18.9721,72.8246,20
1.23.90.0/24,1275339,18.9721,72.8246,20
1.23.91.0/24,1275339,19.0368,73.0158,20
1.23.92.0/22,1275339,18.9721,72.8246,20
1.23.96.0/22,1258847,22.3,70.7833,1000
1.23.100.0/23,1271308,28.6667,77.4333,20
1.23.102.0/23,1273294,28.669,77.222,20
1.23.104.0/24,1436716,29.6161,76.9806,100
1.23.105.0/24,1273294,28.669,77.222,1000
1.23.106.0/24,1261481,28.6014,77.1989,20
1.23.107.0/24,1270642,28.4666,77.0309,1000
1.23.108.0/22,1273294,28.669,77.222,500
1.23.112.0/23,1271951,28.4333,77.3167,100
1.23.114.0/23,6954929,28.4962,77.536,50
1.23.116.0/22,1261481,28.6014,77.1989,20
1.23.120.0/22,1258342,23.3167,75.0667,1000
1.23.124.0/23,1258847,22.3,70.7833,1
1.23.126.0/23,1269750,20,77,1000
1.23.128.0/23,1269515,26.9167,75.8167,500
1.23.130.0/23,1269743,22.7165,75.8307,500
1.23.132.0/22,1269743,22.7165,75.8307,500
1.23.136.0/22,1279233,23.0358,72.6194,20
1.23.140.0/23,1279233,23.0358,72.6194,1
1.23.142.0/25,1253405,25.3333,83,500
1.23.142.128/25,1273294,28.669,77.222,500
1.23.143.0/24,1253405,25.3333,83,500
1.23.144.0/23,1277333,12.9833,77.5833,1
1.23.146.0/23,1267995,26.4631,80.3479,100
1.23.148.0/23,1259229,18.5332,73.8626,100
1.23.150.0/24,1259229,18.5332,73.8626,100
1.23.151.0/25,1259229,18.5332,73.8626,100
1.23.151.128/26,1259229,18.5332,73.8626,100
1.23.151.192/26,1259229,18.5332,73.8626,100
1.23.152.0/25,1275004,22.572,88.367,5
1.23.152.128/25,1270396,22.5892,88.3103,5
1.23.153.0/24,1275004,22.572,88.367,5
1.23.154.0/23,1275004,22.572,88.367,5
1.23.156.0/22,1270396,22.5892,88.3103,5
1.23.160.0/24,1275004,22.572,88.367,1000
1.23.161.0/25,1275004,22.572,88.367,1000
1.23.161.128/26,1275004,22.572,88.367,1000
1.23.161.192/26,1275004,22.572,88.367,1000
1.23.162.0/24,1259229,18.5332,73.8626,100
1.23.163.0/25,1259229,18.5332,73.8626,100
1.23.163.128/26,1259229,18.5332,73.8626,100
1.23.163.192/26,1259229,18.5332,73.8626,100
1.23.164.0/22,1275841,23.2667,77.4,500
1.23.168.0/22,1270396,22.5892,88.3103,1000
1.23.172.0/23,1270396,22.5892,88.3103,1000
1.23.174.0/24,1277333,12.9833,77.5833,1000
1.23.175.0/24,1270396,22.5892,88.3103,1000
1.23.176.0/21,1269750,20,77,1000
1.23.184.0/22,1279259,27.1833,78.0167,200
1.23.188.0/23,1258847,22.3,70.7833,200
1.23.190.0/24,1279259,27.1833,78.0167,200
1.23.191.0/24,1269633,23.1667,79.95,200
1.23.192.0/23,1269743,22.7165,75.8307,1
1.23.194.0/23,1259229,18.5332,73.8626,50
1.23.196.0/24,1259229,18.5332,73.8626,10
1.23.197.0/24,1275339,18.9721,72.8246,20
1.23.198.0/23,1279233,23.0358,72.6194,20
1.23.200.0/22,1269750,20,77,1000
1.23.204.0/23,1269750,20,77,1000
1.23.206.0/23,1264527,13.0843,80.2805,1
1.23.208.0/22,1259229,18.5332,73.8626,5
1.23.212.0/24,1275339,18.9721,72.8246,20
1.23.213.0/26,1275339,18.9721,72.8246,20
1.23.213.64/27,1275339,18.9721,72.8246,20
1.23.213.96/27,1275339,18.9721,72.8246,20
1.23.213.128/25,1275339,18.9721,72.8246,20
1.23.214.0/23,1275339,18.9721,72.8246,20
1.23.216.0/24,1261481,28.6014,77.1989,20
1.23.217.0/24,1270642,28.4666,77.0309,20
1.23.218.0/23,1261481,28.6014,77.1989,20
1.23.220.0/22,1275841,23.2667,77.4,10
1.23.224.0/22,1259229,18.5332,73.8626,10
1.23.228.0/23,1264733,26.8509,80.916,1
1.23.230.0/23,1259229,18.5332,73.8626,100
1.23.232.0/25,1269515,26.9167,75.8167,1000
1.23.232.128/25,1264733,26.8509,80.916,1000
1.23.233.0/24,1264733,26.8509,80.916,1000
1.23.234.0/23,1258980,21.2333,81.6333,100
1.23.236.0/22,1259229,18.5332,73.8626,100
1.23.240.0/22,10524202,17.3341,78.3925,500
1.23.244.0/22,1269743,22.7165,75.8307,100
1.23.248.0/22,1275339,18.9721,72.8246,50
1.23.252.0/23,1259229,18.5332,73.8626,100
1.23.254.0/24,1269515,26.9167,75.8167,100
1.23.255.0/26,1253405,25.3333,83,100
1.23.255.64/26,1253405,25.3333,83,100
1.23.255.128/25,1253405,25.3333,83,100
1.24.0.0/16,2035607,40.6522,109.8222,50
1.25.0.0/19,2035607,40.6522,109.8222,50
1.25.32.0/20,2035607,40.6522,109.8222,50
1.25.48.0/21,2038432,40.6522,109.8222,1
1.25.56.0/21,8347664,39.6,109.7833,100
1.25.64.0/20,2038432,40.6522,109.8222,1
1.25.80.0/20,2035607,40.6522,109.8222,50
1.25.96.0/19,2036892,40.8106,111.6522,200
1.25.128.0/17,2035607,40.6522,109.8222,50
1.26.0.0/17,2038067,42.2683,118.9636,1
1.26.128.0/17,2036892,40.8106,111.6522,500
1.27.0.0/18,2036892,40.8106,111.6522,200
1.27.64.0/18,1816670,39.9288,116.3889,1
1.27.128.0/17,2035607,40.6522,109.8222,50
1.28.0.0/17,2035607,40.6522,109.8222,50
1.28.128.0/18,2035607,40.6522,109.8222,50
1.28.192.0/19,2038432,40.6522,109.8222,100
1.28.224.0/19,2035607,40.6522,109.8222,50
1.29.0.0/17,2038067,42.2683,118.9636,1
1.29.128.0/17,2035607,40.6522,109.8222,50
1.30.0.0/21,2036892,40.8106,111.6522,1
1.30.8.0/21,2035607,40.6522,109.8222,50
1.30.16.0/20,2035607,40.6522,109.8222,50
1.30.32.0/19,2035607,40.6522,109.8222,50
1.30.64.0/18,2035607,40.6522,109.8222,50
1.30.128.0/19,2035607,40.6522,109.8222,50
1.30.160.0/20,2035607,40.6522,109.8222,50
1.30.176.0/21,2035607,40.6522,109.8222,50
1.30.184.0/22,2035607,40.6522,109.8222,50
1.30.188.0/22,2036892,40.8106,111.6522,1
1.30.192.0/18,2035607,40.6522,109.8222,50
1.31.0.0/19,2035607,40.6522,109.8222,50
1.31.32.0/20,2035607,40.6522,109.8222,50
1.31.48.0/20,2036892,40.8106,111.6522,200
1.31.64.0/19,1792947,39.1423,117.1726,500
1.31.96.0/21,1792947,39.1423,117.1726,500
1.31.104.0/21,2034937,41.7806,123.4312,500
1.31.112.0/20,1792947,39.1423,117.1726,500
1.31.128.0/17,2035607,40.6522,109.8222,50
1.32.0.0/23,1735166,3.2251,101.6803,1
1.32.2.0/23,1735634,1.6167,110.4407,100
1.32.4.0/23,1735158,3.1071,101.6139,10
1.32.6.0/24,10941913,3.0081,101.7719,5
1.32.7.0/24,1735161,3.1013,101.6915,10
1.32.8.0/24,1735158,3.1065,101.6079,10
1.32.9.0/24,1738294,1.6728,103.6325,20
1.32.10.0/23,1735161,3.139,101.706,10
1.32.12.0/23,1732811,1.9226,103.4038,50
1.32.14.0/23,1735158,3.144,101.5875,5
1.32.16.0/22,1735161,3.1366,101.7172,20
1.32.20.0/23,1733432,5.9479,116.0827,10
1.32.22.0/24,1735102,5.258,100.2923,20
1.32.23.0/24,1734769,3.0186,101.4286,10
1.32.24.0/25,1735161,3.1365,101.6941,20
1.32.24.128/25,10941913,3.0081,101.7719,20
1.32.25.0/24,1735161,3.1365,101.6941,20
1.32.26.0/24,1735158,3.0832,101.6407,5
1.32.27.0/24,1735158,3.144,101.5875,10
1.32.28.0/24,1736376,6.0602,102.2341,1
1.32.29.0/24,1732742,1.7259,103.5011,1000
1.32.30.0/24,1735161,3.1443,101.6718,10
1.32.31.0/24,1735634,1.562,110.3152,10
1.32.32.0/23,1777077,3.0643,101.7543,200
1.32.34.0/24,1733045,2.5,112.5,1000
1.32.35.0/24,1735079,5.3344,100.4673,5
1.32.36.0/24,1732903,3.0457,101.5573,1000
1.32.37.0/24,1735077,5.3769,100.3848,10
1.32.38.0/25,1735161,3.1013,101.6915,100
1.32.38.128/25,1734759,2.2218,102.2585,100
1.32.39.0/24,1734759,2.2218,102.2585,100
1.32.40.0/24,1735161,3.1419,101.6934,1000
1.32.41.0/24,1734634,4.5916,101.0967,5
1.32.42.0/24,1735498,5.6639,100.4902,1000
1.32.43.0/25,1736309,6.1893,100.2859,1000
1.32.43.128/25,1735498,5.6639,100.4902,1000
1.32.44.0/25,1735158,3.144,101.5875,10
1.32.44.128/25,8535552,3.1549,101.7412,10
1.32.45.0/24,1732903,3.11,101.5538,10
1.32.46.0/24,1734798,2.9982,101.8017,5
1.32.47.0/25,1744246,3.0384,101.7105,50
1.32.47.128/25,6930887,2.9228,101.6572,10
1.32.48.0/24,1734753,2.2872,102.2759,100
1.32.49.0/24,1738294,1.6728,103.6325,200
1.32.50.0/24,1735227,3.8087,103.3267,100
1.32.51.0/24,1734705,5.3405,103.0754,100
1.32.52.0/25,1734098,5.265,116.3283,100
1.32.52.128/25,1733432,5.9558,116.0368,100
1.32.53.0/24,1732869,2.0102,102.6981,50
1.32.54.0/24,1735161,3.1671,101.6708,1000
1.32.55.0/25,10941913,3.0081,101.7719,1000
1.32.55.128/25,1735161,3.1671,101.6708,1000
1.32.56.0/24,1735077,5.3834,100.393,100
1.32.57.0/24,1736309,6.0907,100.3819,100
1.32.58.0/24,1735161,3.1366,101.7172,10
1.32.59.0/25,1735161,3.1443,101.6718,10
1.32.59.128/25,1735161,3.1366,101.7172,10
1.32.60.0/23,1736376,6.1212,102.2459,100
1.32.62.0/23,1732903,3.0797,101.5186,10
1.32.64.0/23,8535552,3.1549,101.7412,100
1.32.66.0/24,1735106,5.3956,100.3111,50
1.32.67.0/24,1734634,4.5723,101.1157,50
1.32.68.0/24,1732752,1.5427,103.6487,200
1.32.69.0/24,1734759,2.2218,102.2585,200
1.32.70.0/23,1732752,1.5427,103.6487,200
1.32.72.0/24,1734393,5.365,100.5618,500
1.32.73.0/24,1734393,5.5748,100.6005,500
1.32.74.0/23,1732752,1.5427,103.6487,200
1.32.76.0/24,1735158,3.1149,101.5869,200
1.32.77.0/24,1733502,5.9371,116.6695,1000
1.32.78.0/23,1735161,3.106,101.718,500
1.32.80.0/22,1735106,5.4067,100.3259,20
1.32.84.0/24,1735106,5.4067,100.3259,20
1.32.85.0/25,1735089,4.907,100.6029,20
1.32.85.128/25,1735106,5.4067,100.3259,20
1.32.86.0/23,1735106,5.4067,100.3259,20
1.32.88.0/21,1735106,5.4112,100.3354,10
1.32.96.0/24,1735158,3.1065,101.6079,20
1.32.97.0/24,6930887,2.9679,101.653,20
1.32.98.0/24,1734800,2.9555,102.0719,200
1.32.99.0/24,1734769,3.0186,101.4286,20
1.32.100.0/23,1732905,3.0232,101.4621,50
1.32.102.0/23,1736309,6.1194,100.3677,5
1.32.104.0/23,1733432,5.9479,116.0827,5
1.32.106.0/23,1749825,2.9881,101.6053,20
1.32.108.0/23,1735161,3.1013,101.6915,1
1.32.110.0/23,1732745,1.5333,103.6667,5
1.32.112.0/23,1733432,5.9479,116.0827,10
1.32.114.0/23,1735287,4.1787,101.2265,100
1.32.116.0/23,1732752,1.551,103.7096,20
1.32.118.0/24,1736331,6.1461,100.5833,50
1.32.119.0/24,1736376,6.1185,102.2489,500
1.32.120.0/23,1733432,5.9615,115.9863,1000
1.32.122.0/26,1732903,3.0549,101.5314,10
1.32.122.64/26,1735161,3.106,101.718,10
1.32.122.128/25,1735161,3.106,101.718,10
1.32.123.0/25,1735158,3.0886,101.607,20
1.32.123.128/25,10941913,3.0081,101.7719,5
1.32.124.0/24,1732857,2.1462,102.7848,200
1.32.125.0/24,1732687,1.8605,103.1004,200
1.32.126.0/24,1734841,2.7566,102.2523,50
1.32.127.0/24,1734705,5.3436,103.0796,100
1.32.128.0/18,1880251,1.3667,103.8,50
1.32.192.0/23,1819730,22.25,114.1667,50
1.32.194.0/24,1668341,25.0478,121.5318,50
1.32.195.0/24,1819730,22.25,114.1667,50
1.32.196.0/24,1819730,22.25,114.1667,50
1.32.197.0/24,1668341,25.0478,121.5318,50
1.32.198.0/23,1819730,22.25,114.1667,50
1.32.200.0/23,1880251,1.3667,103.8,50
1.32.202.0/25,1668341,25.0478,121.5318,50
1.32.202.128/25,1880251,1.3667,103.8,50
1.32.203.0/25,1668341,25.0478,121.5318,50
1.32.203.128/25,1880251,1.3667,103.8,50
1.32.204.0/25,1668341,25.0478,121.5318,50
1.32.204.128/25,1880251,1.3667,103.8,50
1.32.205.0/24,1818920,22.3833,114.1833,50
1.32.206.0/23,1880251,1.3667,103.8,50
1.32.208.0/21,1668284,23.5,121,50
1.32.216.0/21,1835841,37.5112,126.9741,50
1.32.224.0/21,1861060,35.69,139.69,50
1.32.232.0/21,6252001,37.751,-97.822,50
1.32.240.0/21,1819730,22.25,114.1667,50
1.32.248.0/22,1819730,22.25,114.1667,50
1.32.252.0/24,1821306,11.5583,104.9121,50
1.32.253.0/24,1819730,22.25,114.1667,50
1.32.254.0/23,1819730,22.25,114.1667,50
1.33.0.0/21,6822217,35.4303,137.0001,50
1.33.8.0/24,11611480,35.6489,139.8894,50
1.33.9.0/24,2113015,35.6379,140.1169,50
1.33.10.0/23,1859393,35.4599,139.9298,50
1.33.12.0/22,6822137,35.8437,139.8835,50
1.33.16.0/21,1850147,35.6882,139.7532,10
1.33.24.0/22,1851483,34.7988,135.5452,10
1.33.28.0/23,1851483,34.7988,135.5452,10
1.33.30.0/24,1851483,34.7988,135.5452,10
1.33.31.0/24,1865387,34.7644,135.4452,10
